0.03630466	-0.059325777	-0.022812692	0.004705673	0.08043774	-0.03872888	0.029519804	-0.06714564	-0.075477734	-0.013267007	0.023177199	0.068965085
0.013329321	-0.007114967	-0.0120110875	-0.039783347	0.04555495	-0.02839094	0.01336007	-0.008496321	-0.019535959	-0.03711967	-0.0215215	0.14827794
0.033002798	0.0050032716	-0.044774715	0.029307418	0.041644417	-0.094853625	-0.032740917	-0.0466351	-0.009121974	-0.08009377	0.035891615	0.07611114
-0.027658425	-0.037443772	-0.022316363	0.0103545245	0.031184064	-0.060884718	0.02258016	-0.04006782	-0.006193697	-0.022651305	0.042434875	0.08883348
-0.027227443	-0.026854591	-0.0057376637	0.025791176	0.034893688	-0.0333981	-0.012571558	-0.032385457	-0.04123343	-0.022561258	0.02744117	0.07552187
-0.014472166	-0.06541573	0.051431898	-0.045661278	0.050679166	-0.05995576	-0.03488952	-0.04662045	-0.03292049	-0.003848496	-0.006414008	0.011058886
0.0055090943	-0.028127614	-0.07352075	-0.03444059	0.04047423	-0.06909395	-0.003803362	-0.12127163	-0.05812807	-0.08638434	-0.03293341	0.14462502
0.013445751	-0.048932787	-0.04901234	-0.056817606	0.08700773	0.008942061	0.02089076	0.0031773907	-0.020253675	-0.042877767	0.01315608	0.043140743
0.04901352	-0.04688726	-0.060160905	-0.03512586	0.02736961	-0.029252127	-0.008627891	-0.034710046	0.023029963	0.031269077	0.057751205	0.04154297
0.046762064	-0.060544904	-0.00653225	0.031554203	0.021232266	-0.014155	0.02426475	-0.02396562	0.09399648	-0.08236088	0.045925975	0.09827727
0.038299397	-0.06458397	-0.028989637	0.03204797	-0.018991232	-0.030857917	-0.022688445	-0.038033236	-0.04974013	0.03253099	-0.03810992	0.092412926
0.009128084	-0.08041071	-0.076132685	0.032701485	0.023372373	-0.014815887	0.084350556	-0.097719535	-0.08417342	-0.06306824	-0.044758152	0.09989375
-0.010095746	-0.022988567	-0.09762793	-0.022509748	0.05956486	-0.00031473034	0.008183444	-0.028129792	0.08089173	-0.054233607	0.03410787	0.06380196
-0.0435783	0.08595172	-0.08202943	0.028404417	0.07344058	-0.0076847407	0.05942356	0.011665231	-0.10848057	-0.01844089	-0.021942481	0.053411074
